                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.6978,                 1.0884,                 1.8384,                0.82902,                0.56138,                0.59044,                0.40699,                  2.546,                 1.7246,                 2.3245,             0.00045605,             0.00045605,             0.00045605
                    153,                  1.642,                 1.0469,                 1.8569,                 0.8196,                0.54554,                 0.5728,                0.40049,                 2.5099,                  1.733,                 2.3136,             0.00045305,             0.00045305,             0.00045305
                    154,                 1.6866,                 1.0697,                 1.8415,                0.80861,                 0.5423,                0.56345,                0.38524,                 2.5498,                 1.7048,                 2.3444,             0.00045005,             0.00045005,             0.00045005
                    155,                 1.6352,                 1.0523,                 1.8378,                0.81348,                0.54534,                0.57463,                0.39886,                 2.4781,                 1.6749,                 2.3397,             0.00044705,             0.00044705,             0.00044705
                    156,                 1.6796,                 1.0874,                  1.831,                0.83564,                0.52683,                0.59321,                0.40637,                 2.5595,                 1.6722,                 2.3764,             0.00044405,             0.00044405,             0.00044405
                    157,                   1.64,                 1.0676,                 1.8313,                0.81828,                0.54304,                0.59881,                0.42059,                 2.5451,                 1.6629,                 2.3597,             0.00044105,             0.00044105,             0.00044105
                    158,                 1.6641,                 1.0436,                 1.8514,                0.84022,                0.51253,                0.60235,                0.41998,                 2.4752,                 1.6112,                 2.3132,             0.00043805,             0.00043805,             0.00043805
                    159,                 1.6216,                 1.0459,                 1.8084,                0.84448,                0.53903,                0.60972,                0.42799,                 2.5318,                  1.683,                 2.2958,             0.00043505,             0.00043505,             0.00043505
                    160,                 1.6411,                 1.0612,                 1.8123,                0.82696,                 0.5389,                0.59689,                0.41479,                 2.5387,                 1.6603,                 2.3472,             0.00043205,             0.00043205,             0.00043205
                    161,                 1.5915,                 1.0042,                 1.8229,                0.74823,                0.64538,                0.62087,                0.41396,                 2.5386,                 1.6764,                 2.3446,             0.00042905,             0.00042905,             0.00042905
                    162,                 1.6084,                 1.0127,                  1.807,                0.84394,                0.56472,                0.60662,                0.42441,                 2.4857,                 1.6371,                 2.3167,             0.00042605,             0.00042605,             0.00042605
                    163,                 1.5832,                0.99366,                 1.8076,                0.83594,                0.55696,                 0.5591,                0.40706,                 2.5158,                 1.6415,                 2.3435,             0.00042305,             0.00042305,             0.00042305
                    164,                 1.6244,                 1.0334,                 1.8469,                0.81492,                0.54603,                0.58283,                0.41877,                 2.4891,                 1.5881,                 2.3229,             0.00042005,             0.00042005,             0.00042005
                    165,                 1.5888,                 1.0372,                 1.8458,                0.85896,                0.51599,                 0.5718,                    0.4,                 2.4707,                 1.6142,                 2.3065,             0.00041705,             0.00041705,             0.00041705
                    166,                 1.5347,                0.99286,                   1.82,                0.80631,                0.56117,                  0.598,                0.40124,                 2.5058,                 1.5818,                  2.316,             0.00041405,             0.00041405,             0.00041405
                    167,                 1.5472,                0.98973,                   1.81,                 0.8186,                0.55038,                0.62165,                0.41542,                 2.4681,                 1.5772,                 2.3131,             0.00041105,             0.00041105,             0.00041105
                    168,                 1.5875,                 1.0066,                 1.8082,                0.69068,                0.53227,                0.61053,                0.40256,                 2.5023,                 1.5778,                 2.3605,             0.00040805,             0.00040805,             0.00040805
                    169,                 1.5803,                   1.01,                 1.8063,                0.67695,                0.55331,                0.59398,                 0.3774,                  2.479,                 1.5983,                 2.3421,             0.00040505,             0.00040505,             0.00040505
                    170,                  1.544,                0.98456,                 1.8138,                 0.6984,                0.52186,                 0.5635,                0.37598,                 2.5181,                 1.5869,                 2.3619,             0.00040205,             0.00040205,             0.00040205
